Customer_ID,Month,Previous_Reading,Current_Reading,Consumption_m3,Amount_Billed_RWF,Amount_Paid_RWF,Outstanding_Balance_RWF,Payment_Status,Meter_Status
CUST-000006,2025-04,707.9,724.9,17.0,10850.0,0.0,10850.0,Unpaid,Faulty
CUST-000006,2025-05,724.9,738.9,14.0,9200.0,6470.0,2730.0,Partial,Normal
CUST-000006,2025-06,738.9,757.3,18.4,11620.0,11620.0,0.0,Paid,Normal
CUST-000006,2025-07,757.3,774.1,16.8,10740.0,10740.0,0.0,Paid,Normal
CUST-000006,2025-08,774.1,793.7,19.6,12280.0,12280.0,0.0,Paid,Normal
CUST-000006,2025-09,793.7,811.6,17.9,11345.0,11345.0,0.0,Paid,Normal
CUST-000006,2025-10,811.6,825.2,13.6,8980.0,8980.0,0.0,Paid,Faulty
CUST-000006,2025-11,825.2,825.2,0.0,1500.0,0.0,10245.0,Unpaid,Normal
CUST-000006,2025-12,841.1,857.9,16.8,10740.0,10740.0,0.0,Paid,Normal
CUST-000007,2025-04,681.8,750.8,69.0,39450.0,39450.0,0.0,Paid,Normal
CUST-000007,2025-05,750.8,813.6,62.8,36040.0,36040.0,0.0,Paid,Normal
CUST-000007,2025-06,813.6,875.0,61.4,35270.0,35270.0,0.0,Paid,Normal
CUST-000007,2025-07,875.0,944.4,69.4,39670.0,39670.0,0.0,Paid,Normal
CUST-000007,2025-08,944.4,1032.2,87.8,49790.0,34635.0,15155.0,Partial,Normal
CUST-000007,2025-09,1032.2,1106.7,74.5,42475.0,42475.0,0.0,Paid,Normal
CUST-000007,2025-10,1106.7,1171.9,65.2,37360.0,37360.0,0.0,Paid,Normal
CUST-000007,2025-11,1171.9,1242.0,70.1,40055.0,40055.0,0.0,Paid,Normal
CUST-000007,2025-12,1242.0,1311.9,69.9,39945.0,0.0,39945.0,Unpaid,Normal
CUST-000008,2024-01,3621.8,3649.3,27.5,16625.0,16625.0,0.0,Paid,Normal
CUST-000008,2024-02,3649.3,3686.4,37.1,21905.0,21905.0,0.0,Paid,Normal
CUST-000008,2024-03,3686.4,3711.8,25.4,15470.0,15470.0,0.0,Paid,Normal
CUST-000008,2024-04,3711.8,3736.9,25.1,15305.0,12024.0,3281.0,Partial,Normal
CUST-000008,2024-05,3736.9,3770.4,33.5,19925.0,5998.0,13927.0,Partial,Normal
CUST-000008,2024-06,3770.4,3806.0,35.6,21080.0,21080.0,0.0,Paid,Normal
CUST-000008,2024-07,3806.0,3832.1,26.1,15855.0,15855.0,0.0,Paid,Normal
CUST-000008,2024-08,3832.1,3864.4,32.3,19265.0,19265.0,0.0,Paid,Normal
CUST-000008,2024-09,3864.4,3894.9,30.5,18275.0,18275.0,0.0,Paid,Normal
CUST-000008,2024-10,3894.9,3921.2,26.3,15965.0,15965.0,0.0,Paid,Normal
CUST-000008,2024-11,3921.2,3951.3,30.1,18055.0,18055.0,0.0,Paid,Normal
CUST-000008,2024-12,3951.3,3990.7,39.4,23170.0,23170.0,0.0,Paid,Normal
CUST-000008,2025-01,3990.7,4026.1,35.4,20970.0,20970.0,0.0,Paid,Normal
CUST-000008,2025-02,4026.1,4057.9,31.8,18990.0,18990.0,0.0,Paid,Faulty
CUST-000008,2025-03,4057.9,4082.3,24.4,14920.0,14920.0,0.0,Paid,Normal
CUST-000008,2025-04,4082.3,4109.5,27.2,16460.0,16460.0,0.0,Paid,Normal
CUST-000008,2025-05,4109.5,4109.5,0.0,1500.0,15580.0,0.0,Paid,Normal
CUST-000008,2025-06,4135.1,4170.7,35.6,21080.0,10800.0,10280.0,Partial,Normal
CUST-000008,2025-07,4170.7,4202.8,32.1,19155.0,19155.0,0.0,Paid,Normal
CUST-000008,2025-08,4202.8,4241.1,38.3,22565.0,22565.0,0.0,Paid,Normal
CUST-000008,2025-09,4241.1,4270.5,29.4,17670.0,7260.0,10410.0,Partial,Normal
CUST-000008,2025-10,4270.5,4295.5,25.0,15250.0,15250.0,0.0,Paid,Normal
CUST-000008,2025-11,4295.5,4320.1,24.6,15030.0,0.0,15030.0,Unpaid,Normal
CUST-000008,2025-12,4320.1,4354.0,33.9,20145.0,20145.0,0.0,Paid,Normal
CUST-000009,2025-11,1836.7,1861.7,25.0,15250.0,15250.0,0.0,Paid,Normal
CUST-000009,2025-12,1861.7,1884.7,23.0,14150.0,14150.0,0.0,Paid,Normal
CUST-000010,2024-01,4898.2,4918.8,20.6,12830.0,12830.0,0.0,Paid,Normal
CUST-000010,2024-02,4918.8,4942.7,23.9,14645.0,14645.0,0.0,Paid,Normal
CUST-000010,2024-03,4942.7,4962.3,19.6,12280.0,4263.0,8017.0,Partial,Normal
CUST-000010,2024-04,4962.3,4982.5,20.2,12610.0,12610.0,0.0,Paid,Normal
CUST-000010,2024-05,4982.5,5005.2,22.7,13985.0,13985.0,0.0,Paid,Normal
CUST-000010,2024-06,5005.2,5027.6,22.4,13820.0,13820.0,0.0,Paid,Normal
CUST-000010,2024-07,5027.6,5054.9,27.3,16515.0,16515.0,0.0,Paid,Normal
CUST-000010,2024-08,5054.9,5076.6,21.7,13435.0,13435.0,0.0,Paid,Normal
CUST-000010,2024-09,5076.6,5098.7,22.1,13655.0,13655.0,0.0,Paid,Normal
CUST-000010,2024-10,5098.7,5112.6,13.9,9145.0,9145.0,0.0,Paid,Normal
CUST-000010,2024-11,5112.6,5130.6,18.0,11400.0,11400.0,0.0,Paid,Normal
CUST-000010,2024-12,5130.6,5156.7,26.1,15855.0,6678.0,9177.0,Partial,Normal
CUST-000010,2025-01,5156.7,5177.2,20.5,12775.0,0.0,12775.0,Unpaid,Normal
CUST-000010,2025-02,5177.2,5199.8,22.6,13930.0,13930.0,0.0,Paid,Estimated
CUST-000010,2025-03,5199.8,5216.1,16.3,10465.0,10465.0,0.0,Paid,Normal
CUST-000010,2025-04,5216.1,5240.2,24.1,14755.0,14755.0,0.0,Paid,Normal
CUST-000010,2025-05,5240.2,5259.0,18.8,11840.0,11840.0,0.0,Paid,Normal
CUST-000010,2025-06,5259.0,5281.2,22.2,13710.0,13710.0,0.0,Paid,Normal
CUST-000010,2025-07,5281.2,5300.3,19.1,12005.0,12005.0,0.0,Paid,Normal
CUST-000010,2025-08,5300.3,5325.2,24.9,15195.0,0.0,15195.0,Unpaid,Normal
CUST-000010,2025-09,5325.2,5343.1,17.9,11345.0,11345.0,0.0,Paid,Normal
CUST-000010,2025-10,5343.1,5359.5,16.4,10520.0,10520.0,0.0,Paid,Normal
CUST-000010,2025-11,5359.5,5380.4,20.9,12995.0,12995.0,0.0,Paid,Normal
CUST-000010,2025-12,5380.4,5395.1,14.7,9585.0,9585.0,0.0,Paid,Normal
CUST-000011,2024-10,4879.4,4898.8,19.4,12170.0,0.0,12170.0,Unpaid,Normal
CUST-000011,2024-11,4898.8,4916.1,17.3,11015.0,11015.0,0.0,Paid,Normal
CUST-000011,2024-12,4916.1,4942.0,25.9,15745.0,15745.0,0.0,Paid,Normal
CUST-000011,2025-01,4942.0,4961.6,19.6,12280.0,0.0,12280.0,Unpaid,Normal
CUST-000011,2025-02,4961.6,4983.7,22.1,13655.0,6715.0,6940.0,Partial,Normal
CUST-000011,2025-03,4983.7,5000.6,16.9,10795.0,0.0,10795.0,Unpaid,Normal
CUST-000011,2025-04,5000.6,5016.6,16.0,10300.0,6078.0,4222.0,Partial,Normal
CUST-000011,2025-05,5016.6,5037.1,20.5,12775.0,12775.0,0.0,Paid,Normal
CUST-000011,2025-06,5037.1,5056.4,19.3,12115.0,12115.0,0.0,Paid,Normal
CUST-000011,2025-07,5056.4,5056.4,0.0,1500.0,0.0,17505.0,Unpaid,Normal
CUST-000011,2025-08,5085.5,5105.1,19.6,12280.0,9241.0,3039.0,Partial,Normal
CUST-000011,2025-09,5105.1,5123.6,18.5,11675.0,11675.0,0.0,Paid,Normal
CUST-000011,2025-10,5123.6,5140.9,17.3,11015.0,5052.0,5963.0,Partial,Normal
CUST-000011,2025-11,5140.9,5154.3,13.4,8870.0,3145.0,5725.0,Partial,Normal
CUST-000011,2025-12,5154.3,5177.8,23.5,14425.0,5827.0,8598.0,Partial,Normal
CUST-000012,2024-05,1247.8,1275.0,27.2,16460.0,6821.0,9639.0,Partial,Normal
CUST-000012,2024-06,1275.0,1311.1,36.1,21355.0,21355.0,0.0,Paid,Normal
CUST-000012,2024-07,1311.1,1346.1,35.0,20750.0,0.0,20750.0,Unpaid,Normal
CUST-000012,2024-08,1346.1,1377.9,31.8,18990.0,6514.0,12476.0,Partial,Normal
CUST-000012,2024-09,1377.9,1406.7,28.8,17340.0,13076.0,4264.0,Partial,Estimated
CUST-000012,2024-10,1406.7,1436.8,30.1,18055.0,18055.0,0.0,Paid,Normal
CUST-000012,2024-11,1436.8,1468.5,31.7,18935.0,18935.0,0.0,Paid,Normal
CUST-000012,2024-12,1468.5,1502.4,33.9,20145.0,20145.0,0.0,Paid,Normal
CUST-000012,2025-01,1502.4,1538.2,35.8,21190.0,12373.0,8817.0,Partial,Normal
CUST-000012,2025-02,1538.2,1575.3,37.1,21905.0,21905.0,0.0,Paid,Normal
CUST-000012,2025-03,1575.3,1608.7,33.4,19870.0,0.0,19870.0,Unpaid,Normal
CUST-000012,2025-04,1608.7,1637.0,28.3,17065.0,6360.0,10705.0,Partial,Normal
CUST-000012,2025-05,1637.0,1674.3,37.3,22015.0,16383.0,5632.0,Partial,Normal
CUST-000012,2025-06,1674.3,1711.5,37.2,21960.0,0.0,21960.0,Unpaid,Normal
CUST-000012,2025-07,1711.5,1754.4,42.9,25095.0,25095.0,0.0,Paid,Estimated
CUST-000012,2025-08,1754.4,1790.5,36.1,21355.0,21355.0,0.0,Paid,Normal
CUST-000012,2025-09,1790.5,1819.4,28.9,17395.0,0.0,17395.0,Unpaid,Normal
CUST-000012,2025-10,1819.4,1846.3,26.9,16295.0,16295.0,0.0,Paid,Normal
CUST-000012,2025-11,1846.3,1878.3,32.0,19100.0,19100.0,0.0,Paid,Normal
CUST-000012,2025-12,1878.3,1914.9,36.6,21630.0,21630.0,0.0,Paid,Normal
CUST-000013,2024-01,4574.3,4619.5,45.2,26360.0,26360.0,0.0,Paid,Normal
CUST-000013,2024-02,4619.5,4664.0,44.5,25975.0,25975.0,0.0,Paid,Normal
CUST-000013,2024-03,4664.0,4704.1,40.1,23555.0,9491.0,14064.0,Partial,Normal
CUST-000013,2024-04,4704.1,4738.9,34.8,20640.0,20640.0,0.0,Paid,Normal
CUST-000013,2024-05,4738.9,4774.7,35.8,21190.0,21190.0,0.0,Paid,Normal
CUST-000013,2024-06,4774.7,4818.4,43.7,25535.0,25535.0,0.0,Paid,Normal
CUST-000013,2024-07,4818.4,4856.6,38.2,22510.0,22510.0,0.0,Paid,Normal
CUST-000013,2024-08,4856.6,4907.9,51.3,29715.0,29715.0,0.0,Paid,Normal
CUST-000013,2024-09,4907.9,4946.6,38.7,22785.0,22785.0,0.0,Paid,Normal
CUST-000013,2024-10,4946.6,4983.7,37.1,21905.0,18033.0,3872.0,Partial,Normal
CUST-000013,2024-11,4983.7,5014.9,31.2,18660.0,15603.0,3057.0,Partial,Normal
CUST-000013,2024-12,5014.9,5051.0,36.1,21355.0,21355.0,0.0,Paid,Normal
CUST-000013,2025-01,5051.0,5083.6,32.6,19430.0,19430.0,0.0,Paid,Normal
CUST-000013,2025-02,5083.6,5122.2,38.6,22730.0,22730.0,0.0,Paid,Normal
CUST-000013,2025-03,5122.2,5164.2,42.0,24600.0,24600.0,0.0,Paid,Normal
CUST-000013,2025-04,5164.2,5195.5,31.3,18715.0,18715.0,0.0,Paid,Normal
CUST-000013,2025-05,5195.5,5223.4,27.9,16845.0,16845.0,0.0,Paid,Normal
CUST-000013,2025-06,5223.4,5267.3,43.9,25645.0,0.0,25645.0,Unpaid,Normal
CUST-000013,2025-07,5267.3,5302.6,35.3,20915.0,20915.0,0.0,Paid,Normal
CUST-000013,2025-08,5302.6,5346.5,43.9,25645.0,25645.0,0.0,Paid,Normal
CUST-000013,2025-09,5346.5,5377.1,30.6,18330.0,18330.0,0.0,Paid,Normal
CUST-000013,2025-10,5377.1,5402.2,25.1,15305.0,15305.0,0.0,Paid,Normal
CUST-000013,2025-11,5402.2,5441.0,38.8,22840.0,22840.0,0.0,Paid,Estimated
CUST-000013,2025-12,5441.0,5476.9,35.9,21245.0,21245.0,0.0,Paid,Normal
CUST-000014,2024-08,4262.2,4284.8,22.6,13930.0,13930.0,0.0,Paid,Normal
CUST-000014,2024-09,4284.8,4304.1,19.3,12115.0,6664.0,5451.0,Partial,Normal
CUST-000014,2024-10,4304.1,4321.8,17.7,11235.0,11235.0,0.0,Paid,Normal
CUST-000014,2024-11,4321.8,4341.3,19.5,12225.0,10028.0,2197.0,Partial,Normal
CUST-000014,2024-12,4341.3,4365.6,24.3,14865.0,4492.0,10373.0,Partial,Normal
CUST-000014,2025-01,4365.6,4380.5,14.9,9695.0,9695.0,0.0,Paid,Normal
CUST-000014,2025-02,4380.5,4398.0,17.5,11125.0,11125.0,0.0,Paid,Normal
CUST-000014,2025-03,4398.0,4416.1,18.1,11455.0,11455.0,0.0,Paid,Normal
CUST-000014,2025-04,4416.1,4432.6,16.5,10575.0,10575.0,0.0,Paid,Normal
CUST-000014,2025-05,4432.6,4453.1,20.5,12775.0,12775.0,0.0,Paid,Normal
CUST-000014,2025-06,4453.1,4471.9,18.8,11840.0,0.0,11840.0,Unpaid,Normal
CUST-000014,2025-07,4471.9,4492.8,20.9,12995.0,12995.0,0.0,Paid,Normal
CUST-000014,2025-08,4492.8,4510.7,17.9,11345.0,11345.0,0.0,Paid,Normal
CUST-000014,2025-09,4510.7,4526.8,16.1,10355.0,5118.0,5237.0,Partial,Normal
CUST-000014,2025-10,4526.8,4544.8,18.0,11400.0,11400.0,0.0,Paid,Normal
CUST-000014,2025-11,4544.8,4563.7,18.9,11895.0,11895.0,0.0,Paid,Normal
CUST-000014,2025-12,4563.7,4580.7,17.0,10850.0,10850.0,0.0,Paid,Normal
CUST-000015,2024-01,2464.3,2484.2,19.9,12445.0,12445.0,0.0,Paid,Normal
CUST-000015,2024-02,2484.2,2507.1,22.9,14095.0,11304.0,2791.0,Partial,Normal
CUST-000015,2024-03,2507.1,2526.7,19.6,12280.0,0.0,12280.0,Unpaid,Normal
CUST-000015,2024-04,2526.7,2548.3,21.6,13380.0,8059.0,5321.0,Partial,Normal
CUST-000015,2024-05,2548.3,2567.7,19.4,12170.0,12170.0,0.0,Paid,Normal
CUST-000015,2024-06,2567.7,2588.9,21.2,13160.0,13160.0,0.0,Paid,Normal
CUST-000015,2024-07,2588.9,2609.3,20.4,12720.0,12720.0,0.0,Paid,Normal
CUST-000015,2024-08,2609.3,2628.8,19.5,12225.0,9339.0,2886.0,Partial,Normal
CUST-000015,2024-09,2628.8,2649.1,20.3,12665.0,0.0,12665.0,Unpaid,Normal
CUST-000015,2024-10,2649.1,2665.5,16.4,10520.0,10520.0,0.0,Paid,Normal
CUST-000015,2024-11,2665.5,2686.2,20.7,12885.0,12885.0,0.0,Paid,Normal
CUST-000015,2024-12,2686.2,2711.3,25.1,15305.0,15305.0,0.0,Paid,Normal
CUST-000015,2025-01,2711.3,2735.8,24.5,14975.0,14975.0,0.0,Paid,Normal
CUST-000015,2025-02,2735.8,2758.4,22.6,13930.0,13930.0,0.0,Paid,Normal
CUST-000015,2025-03,2758.4,2779.7,21.3,13215.0,5277.0,7938.0,Partial,Normal
CUST-000015,2025-04,2779.7,2799.4,19.7,12335.0,9254.0,3081.0,Partial,Normal
CUST-000015,2025-05,2799.4,2799.4,0.0,1500.0,0.0,9750.0,Unpaid,Normal
