Customer_ID,District,Sector,Cell,Customer_Type,Status,Connection_Date,Latitude,Longitude
CUST-000093,Kicukiro,Kanombe,Kabeza,Residential,Active,2021-03-26,-1.977174,30.12654
CUST-000094,Kicukiro,Gahanga,Rwabutenge,Residential,Active,2024-11-13,-1.941326,30.099742
CUST-000095,Gasabo,Rusororo,Kabuga I,Residential,Active,2025-04-25,-1.887193,30.159595
CUST-000096,Kicukiro,Niboye,Gatare,Residential,Active,2023-12-09,-2.002845,30.096732
CUST-000097,Kicukiro,Kanombe,Busanza,Residential,Transferred,2021-05-03,-1.95169,30.082821
CUST-000098,Nyarugenge,Rwezamenyo,Rwezamenyo II,Residential,Active,2020-03-14,-1.960512,30.046646
CUST-000099,Kicukiro,Kanombe,Kabeza,Residential,Active,2025-09-13,-1.982818,30.122693
CUST-000100,Kicukiro,Kigarama,Kigarama,Residential,Active,2023-07-19,-1.987932,30.0662
CUST-000101,Gasabo,Bumbogo,Nkuzuzu,Residential,Active,2024-07-03,-1.87002,30.142165
CUST-000102,Gasabo,Jabana,Ngiryi,Residential,Active,2023-12-16,-1.90464,30.157396
CUST-000103,Gasabo,Gikomero,Gicaca,Residential,Active,2023-02-27,-1.898393,30.153951
CUST-000104,Gasabo,Nduba,Gatunga,Residential,Disconnected,2025-12-27,-1.850857,30.119628
CUST-000105,Nyarugenge,Mageragere,Kavumu,Residential,Active,2024-01-23,-1.953712,30.091781
CUST-000106,Kicukiro,Gikondo,Kagunga,Residential,Active,2023-12-05,-1.993884,30.0981
CUST-000107,Gasabo,Rusororo,Bisenga,Non-Residential,Active,2022-12-19,-1.909224,30.149196
CUST-000108,Gasabo,Kinyinya,Gasharu,Residential,Active,2020-11-21,-1.824967,30.129569
CUST-000109,Kicukiro,Kanombe,Busanza,Residential,Suspended,2020-11-17,-1.975681,30.078532
CUST-000110,Nyarugenge,Kigali,Rwesero,Residential,Active,2023-05-04,-2.010853,30.069691
CUST-000111,Gasabo,Gikomero,Murambi,Residential,Transferred,2023-09-10,-1.813834,30.116159
CUST-000112,Kicukiro,Kanombe,Rubirizi,Residential,Active,2023-01-08,-1.886777,30.084913
CUST-000113,Gasabo,Kinyinya,Murama,Residential,Active,2023-10-27,-1.881881,30.198392
CUST-000114,Gasabo,Jali,Muko,Residential,Active,2023-03-12,-1.842251,30.196472
CUST-000115,Kicukiro,Masaka,Gitaraga,Residential,Active,2022-01-23,-1.903575,30.080931
CUST-000116,Gasabo,Rusororo,Kabuga I,Residential,Suspended,2024-07-18,-1.887848,30.170344
CUST-000117,Gasabo,Bumbogo,Kinyaga,Residential,Active,2024-03-19,-1.913364,30.124121
CUST-000118,Nyarugenge,Muhima,Kabeza,Residential,Active,2023-08-20,-2.004335,30.021954
CUST-000119,Nyarugenge,Nyarugenge,Agatare,Residential,Active,2022-11-12,-1.968968,30.051456
CUST-000120,Kicukiro,Kagarama,Muyange,Residential,Active,2024-05-03,-1.974812,30.148455
CUST-000121,Gasabo,Jali,Nkusi,Public Taps,Active,2024-12-04,-1.906922,30.078269
CUST-000122,Nyarugenge,Gitega,Kigarama,Residential,Disconnected,2025-05-29,-1.956357,30.057029
CUST-000123,Kicukiro,Masaka,Gitaraga,Residential,Active,2024-03-11,-1.994905,30.073218
CUST-000124,Kicukiro,Gahanga,Karembure,Residential,Active,2025-12-17,-1.991326,30.084388
CUST-000125,Kicukiro,Kigarama,Rwampara,Residential,Active,2021-11-26,-1.980305,30.108655
CUST-000126,Kicukiro,Kagarama,Rukatsa,Residential,Active,2020-08-23,-1.981287,30.082131
CUST-000127,Nyarugenge,Nyamirambo,Rugarama,Residential,Suspended,2020-12-31,-1.952126,30.041434
CUST-000128,Gasabo,Gisozi,Ruhango,Residential,Active,2022-01-15,-1.902461,30.108676
CUST-000129,Gasabo,Ndera,Cyaruzinge,Residential,Active,2020-09-15,-1.879618,30.097678
CUST-000130,Kicukiro,Gahanga,Murinja,Residential,Active,2025-12-07,-1.979919,30.117397
CUST-000131,Gasabo,Jabana,Akamatamu,Residential,Transferred,2024-04-04,-1.898254,30.127648
CUST-000132,Nyarugenge,Gitega,Akabahizi,Residential,Active,2022-07-09,-2.030735,30.093394
CUST-000133,Gasabo,Jali,Agateko,Residential,Active,2021-12-14,-1.812754,30.138656
CUST-000134,Kicukiro,Kagarama,Rukatsa,Residential,Active,2023-09-07,-1.948186,30.154698
CUST-000135,Nyarugenge,Kigali,Kigali,Public Taps,Active,2020-05-12,-1.963389,30.104203
CUST-000136,Nyarugenge,Mageragere,Mataba,Residential,Active,2023-05-21,-1.933695,30.025956
CUST-000137,Kicukiro,Kanombe,Busanza,Residential,Active,2021-01-03,-1.967809,30.061378
CUST-000138,Gasabo,Jali,Nyakabungo,Public Taps,Active,2021-03-21,-1.842795,30.09068
CUST-000139,Nyarugenge,Mageragere,Runzenze,Residential,Active,2024-04-28,-1.970305,29.97883
CUST-000140,Nyarugenge,Muhima,Rugenge,Residential,Active,2022-09-25,-2.009595,30.014217
CUST-000141,Kicukiro,Gahanga,Kagasa,Non-Residential,Active,2022-05-10,-1.982333,30.09508
CUST-000142,Kicukiro,Kigarama,Karugira,Residential,Active,2024-12-26,-1.977671,30.120949
CUST-000143,Gasabo,Ndera,Cyaruzinge,Residential,Active,2021-07-11,-1.843516,30.101186
CUST-000144,Nyarugenge,Gitega,Akabeza,Residential,Disconnected,2025-08-31,-1.996007,30.048262
CUST-000145,Nyarugenge,Nyakabanda,Munanira I,Residential,Active,2020-05-18,-1.934281,30.017249
CUST-000146,Gasabo,Bumbogo,Kinyaga,Residential,Active,2022-02-04,-1.826828,30.087708
CUST-000147,Kicukiro,Kigarama,Nyarurama,Non-Residential,Active,2021-12-16,-2.03156,30.142489
CUST-000148,Gasabo,Kacyiru,Kamatamu,Residential,Active,2021-07-01,-1.882272,30.150324
CUST-000149,Gasabo,Jali,Nyamitanga,Residential,Active,2020-09-08,-1.865486,30.092251
CUST-000150,Nyarugenge,Muhima,Kabeza,Residential,Active,2021-10-20,-1.928564,30.075916
CUST-000151,Kicukiro,Kigarama,Kigarama,Residential,Disconnected,2020-05-19,-1.969149,30.112163
CUST-000152,Nyarugenge,Mageragere,Nyarurenzi,Residential,Active,2024-06-25,-1.956688,30.026347
CUST-000153,Gasabo,Jabana,Kabuye,Residential,Active,2021-05-10,-1.892528,30.146513
CUST-000154,Nyarugenge,Mageragere,Ntungamo,Residential,Active,2024-11-03,-1.977245,30.057785
CUST-000155,Gasabo,Kimironko,Kibagabaga,Residential,Active,2021-04-03,-1.884116,30.14187
CUST-000156,Nyarugenge,Nyarugenge,Rwampara,Non-Residential,Active,2020-06-10,-1.951002,30.057704
CUST-000157,Kicukiro,Niboye,Gatare,Residential,Active,2022-03-20,-1.960748,30.088422
CUST-000158,Kicukiro,Kigarama,Rwampara,Residential,Active,2022-10-05,-1.966763,30.134136
CUST-000159,Kicukiro,Gahanga,Karembure,Non-Residential,Active,2024-03-23,-1.987133,30.153295
CUST-000160,Gasabo,Nduba,Sha,Non-Residential,Active,2025-06-27,-1.912539,30.16271
CUST-000161,Gasabo,Bumbogo,Musave,Residential,Active,2025-03-06,-1.816052,30.184321
CUST-000162,Nyarugenge,Muhima,Kabeza,Non-Residential,Active,2020-04-11,-1.933004,30.094809
CUST-000163,Gasabo,Kimironko,Nyagatovu,Residential,Active,2021-07-13,-1.891033,30.184562
CUST-000164,Gasabo,Ndera,Mukuyu,Residential,Active,2022-02-21,-1.896877,30.124748
CUST-000165,Gasabo,Gikomero,Murambi,Residential,Active,2022-12-30,-1.937762,30.165099
CUST-000166,Gasabo,Nduba,Muremure,Residential,Active,2022-11-04,-1.859849,30.132078
CUST-000167,Kicukiro,Gikondo,Kinunga,Residential,Active,2021-02-19,-1.95327,30.129728
CUST-000168,Nyarugenge,Nyamirambo,Mumena,Residential,Active,2022-01-19,-2.008173,30.123483
CUST-000169,Nyarugenge,Nyakabanda,Munanira II,Residential,Active,2021-07-06,-1.960339,30.071677
CUST-000170,Kicukiro,Gikondo,Kanserege,Residential,Suspended,2023-11-02,-1.928589,30.07436
CUST-000171,Nyarugenge,Rwezamenyo,Kabuguru II,Residential,Active,2020-02-17,-1.993351,30.028232
CUST-000172,Gasabo,Jabana,Bweramvura,Residential,Active,2024-10-01,-1.881044,30.187703
CUST-000173,Gasabo,Jabana,Kabuye,Residential,Active,2020-08-09,-1.915695,30.159338
CUST-000174,Gasabo,Kimironko,Nyagatovu,Residential,Active,2023-04-04,-1.886866,30.086512
CUST-000175,Nyarugenge,Nyamirambo,Cyivugiza,Residential,Active,2020-12-12,-2.036839,30.061353
CUST-000176,Gasabo,Jabana,Akamatamu,Residential,Transferred,2021-07-01,-1.923457,30.141592
CUST-000177,Kicukiro,Gahanga,Rwabutenge,Residential,Suspended,2025-12-26,-1.972322,30.085219
CUST-000178,Kicukiro,Kicukiro,Ngoma,Residential,Active,2025-01-14,-1.990199,30.138839
CUST-000179,Kicukiro,Kicukiro,Kicukiro,Residential,Active,2020-10-14,-1.974778,30.101001
CUST-000180,Nyarugenge,Muhima,Tetero,Public Taps,Disconnected,2023-03-23,-1.861494,30.088919
CUST-000181,Kicukiro,Kanombe,Karama,Residential,Active,2022-08-03,-2.024463,30.104885
CUST-000182,Gasabo,Remera,Rukiri II,Residential,Active,2021-04-03,-1.894757,30.130154
CUST-000183,Gasabo,Bumbogo,Ngara,Residential,Active,2023-02-02,-1.890455,30.154621
CUST-000184,Gasabo,Gikomero,Gicaca,Residential,Active,2023-06-24,-1.877301,30.132598
CUST-000185,Gasabo,Nduba,Gasura,Residential,Suspended,2020-06-25,-1.850785,30.11879
CUST-000186,Gasabo,Bumbogo,Nyabikenke,Residential,Active,2020-04-23,-1.910464,30.150584
CUST-000187,Nyarugenge,Gitega,Kigarama,Residential,Active,2020-07-09,-1.988229,30.115887
CUST-000188,Kicukiro,Gahanga,Nunga,Residential,Suspended,2023-07-25,-1.992029,30.101994
CUST-000189,Gasabo,Jali,Nyabuliba,Industries,Active,2021-07-11,-1.880159,30.075796
CUST-000190,Gasabo,Kacyiru,Kibaza,Residential,Active,2023-09-19,-1.87969,30.073028
CUST-000191,Nyarugenge,Muhima,Nyabugogo,Residential,Active,2023-06-24,-1.939608,30.047659
CUST-000192,Nyarugenge,Kimisagara,Katabaro,Non-Residential,Active,2021-03-28,-1.995504,30.069922
CUST-000193,Kicukiro,Gatenga,Gatenga,Residential,Active,2025-01-28,-1.990855,30.045355
CUST-000194,Gasabo,Gikomero,Murambi,Residential,Active,2025-06-22,-1.873583,30.146889
CUST-000195,Nyarugenge,Kigali,Mwendo,Residential,Active,2022-09-28,-1.951556,30.111577
CUST-000196,Kicukiro,Kicukiro,Kicukiro,Residential,Suspended,2021-11-10,-2.011949,30.054996
CUST-000197,Gasabo,Kinyinya,Gasharu,Residential,Disconnected,2025-07-08,-1.895004,30.133152
CUST-000198,Gasabo,Rusororo,Ruhanga,Residential,Active,2024-08-24,-1.869898,30.137315
CUST-000199,Gasabo,Ndera,Rudashya,Residential,Active,2022-02-03,-1.912599,30.103533
CUST-000200,Nyarugenge,Kigali,Kigali,Residential,Active,2025-01-24,-1.985197,30.030759
CUST-000201,Nyarugenge,Kanyinya,Nyamweru,Residential,Active,2021-02-12,-1.955993,30.050711
CUST-000202,Gasabo,Jabana,Akamatamu,Residential,Active,2021-12-11,-1.892423,30.121804
CUST-000203,Nyarugenge,Nyarugenge,Agatare,Residential,Active,2025-06-23,-1.91811,30.091403
CUST-000204,Nyarugenge,Nyarugenge,Biryogo,Residential,Active,2022-05-12,-1.978588,30.084911
CUST-000205,Gasabo,Rusororo,Kabuga I,Residential,Active,2020-03-19,-1.847674,30.146543
CUST-000206,Nyarugenge,Nyamirambo,Gasharu,Residential,Active,2020-07-21,-1.954209,30.08609
CUST-000207,Kicukiro,Kicukiro,Kagina,Residential,Active,2025-07-03,-1.96444,30.136719
CUST-000208,Nyarugenge,Kigali,Mwendo,Residential,Suspended,2020-10-12,-1.979584,30.080444
CUST-000209,Kicukiro,Kicukiro,Kicukiro,Industries,Active,2024-07-31,-1.976236,30.074934
CUST-000210,Nyarugenge,Muhima,Kabasengerezi,Residential,Active,2023-02-02,-2.02264,30.052556
CUST-000211,Gasabo,Nduba,Sha,Residential,Active,2024-03-31,-1.949412,30.142467
CUST-000212,Gasabo,Gatsata,Nyamabuye,Residential,Active,2021-01-09,-1.846427,30.100326
CUST-000213,Gasabo,Kacyiru,Kibaza,Residential,Active,2023-11-06,-1.886885,30.13299
CUST-000214,Gasabo,Rutunga,Indatemwa,Residential,Active,2025-03-27,-1.82117,30.157969
CUST-000215,Gasabo,Kimihurura,Rugando,Residential,Active,2022-04-17,-1.884289,30.134183
CUST-000216,Nyarugenge,Mageragere,Kavumu,Residential,Active,2021-08-23,-1.915318,30.072776
CUST-000217,Nyarugenge,Nyamirambo,Cyivugiza,Residential,Active,2023-12-19,-1.966904,30.031684
CUST-000218,Kicukiro,Kigarama,Rwampara,Residential,Active,2025-11-18,-1.988276,30.095966
CUST-000219,Nyarugenge,Kimisagara,Kimisagara,Residential,Active,2024-07-15,-1.943814,30.026773
CUST-000220,Gasabo,Kimironko,Kibagabaga,Non-Residential,Active,2020-03-10,-1.85239,30.166885
CUST-000221,Nyarugenge,Nyamirambo,Mumena,Residential,Active,2025-04-16,-1.968709,30.024877
CUST-000222,Kicukiro,Gahanga,Karembure,Residential,Transferred,2023-05-18,-1.985798,30.13778
CUST-000223,Gasabo,Kacyiru,Kibaza,Residential,Active,2023-02-03,-1.878363,30.071129
CUST-000224,Gasabo,Bumbogo,Nyagasozi,Industries,Active,2023-12-14,-1.842134,30.100115
CUST-000225,Nyarugenge,Muhima,Amahoro,Residential,Active,2023-11-21,-2.001513,30.0303
CUST-000226,Kicukiro,Gahanga,Murinja,Public Taps,Active,2021-08-02,-1.965824,30.072055
CUST-000227,Gasabo,Rutunga,Kacyatwa,Residential,Suspended,2021-11-05,-1.911054,30.196462
CUST-000228,Kicukiro,Kigarama,Karugira,Residential,Active,2025-11-17,-1.985985,30.033845
CUST-000229,Gasabo,Jali,Muko,Residential,Active,2024-11-16,-1.892481,30.09737
CUST-000230,Nyarugenge,Kimisagara,Kimisagara,Residential,Active,2021-05-01,-1.962638,30.097109
CUST-000231,Nyarugenge,Nyamirambo,Rugarama,Non-Residential,Active,2023-11-23,-1.903567,30.040862
CUST-000232,Gasabo,Gikomero,Kibara,Public Taps,Transferred,2023-09-18,-1.877299,30.195504
CUST-000233,Gasabo,Nduba,Gasanze,Residential,Active,2021-04-26,-1.882973,30.13331
CUST-000234,Gasabo,Rusororo,Kabuga I,Residential,Active,2022-04-22,-1.890859,30.08057
CUST-000235,Kicukiro,Kigarama,Karugira,Residential,Active,2024-07-08,-1.996487,30.124626
CUST-000236,Kicukiro,Masaka,Ayabaraya,Residential,Active,2024-12-05,-1.983498,30.139973
CUST-000237,Gasabo,Rusororo,Kinyana,Residential,Active,2021-07-14,-1.920947,30.144778
CUST-000238,Gasabo,Kacyiru,Kibaza,Residential,Active,2022-10-25,-1.888992,30.149781
CUST-000239,Kicukiro,Masaka,Ayabaraya,Residential,Active,2025-06-14,-2.021529,30.12254
CUST-000240,Gasabo,Remera,Rukiri II,Residential,Active,2024-02-24,-1.951552,30.161613
CUST-000241,Gasabo,Ndera,Bwiza,Residential,Active,2024-10-23,-1.885349,30.139771
CUST-000242,Gasabo,Jabana,Bweramvura,Public Taps,Active,2024-08-25,-1.911181,30.182205
CUST-000243,Gasabo,Kimihurura,Kamukina,Residential,Active,2021-07-11,-1.879091,30.164787
CUST-000244,Gasabo,Nduba,Gatunga,Residential,Active,2025-10-27,-1.899635,30.092895
CUST-000245,Nyarugenge,Rwezamenyo,Rwezamenyo I,Residential,Active,2021-10-22,-1.932872,30.010799
CUST-000246,Gasabo,Ndera,Kibenga,Residential,Active,2021-01-17,-1.915952,30.109768
CUST-000247,Nyarugenge,Gitega,Akabeza,Residential,Active,2020-09-06,-1.934216,30.017729
CUST-000248,Kicukiro,Masaka,Cyimo,Residential,Active,2022-10-20,-1.990658,30.086035
CUST-000249,Nyarugenge,Muhima,Amahoro,Residential,Active,2022-09-11,-1.967286,30.042083
CUST-000250,Gasabo,Nduba,Sha,Residential,Active,2025-10-30,-1.87528,30.108395
CUST-000251,Nyarugenge,Gitega,Akabeza,Residential,Transferred,2020-06-30,-1.975588,30.087636
CUST-000252,Nyarugenge,Muhima,Kabeza,Residential,Active,2025-11-03,-1.987542,30.043405
CUST-000253,Nyarugenge,Mageragere,Nyarurenzi,Residential,Active,2023-11-30,-1.954178,30.033589
CUST-000254,Gasabo,Kimihurura,Rugando,Residential,Active,2021-09-11,-1.906621,30.118045
CUST-000255,Kicukiro,Niboye,Gatare,Residential,Active,2022-02-06,-1.96898,30.090711
CUST-000256,Kicukiro,Masaka,Gako,Residential,Active,2021-06-01,-2.021717,30.071786
CUST-000257,Gasabo,Gikomero,Kibara,Residential,Active,2022-10-09,-1.867734,30.104406
CUST-000258,Gasabo,Rusororo,Ruhanga,Residential,Active,2022-10-04,-1.878675,30.181184
CUST-000259,Gasabo,Gatsata,Nyamabuye,Residential,Active,2021-08-18,-1.874141,30.057779
CUST-000260,Nyarugenge,Nyarugenge,Rwampara,Residential,Active,2022-01-19,-2.009847,30.021426
CUST-000261,Gasabo,Jabana,Ngiryi,Public Taps,Suspended,2025-01-24,-1.876991,30.10193
CUST-000262,Kicukiro,Gikondo,Kagunga,Residential,Suspended,2025-10-23,-1.973583,30.137925
CUST-000263,Kicukiro,Kicukiro,Ngoma,Residential,Active,2021-05-16,-1.932468,30.143506
CUST-000264,Gasabo,Rusororo,Kabuga I,Residential,Active,2022-01-03,-1.9046,30.137237
CUST-000265,Nyarugenge,Gitega,Akabeza,Residential,Active,2021-03-15,-1.975085,30.114618
CUST-000266,Gasabo,Jabana,Bweramvura,Residential,Active,2025-10-09,-1.868157,30.140762
CUST-000267,Nyarugenge,Mageragere,Nyarufunzo,Residential,Suspended,2022-09-22,-2.001009,30.063497
CUST-000268,Nyarugenge,Kimisagara,Katabaro,Residential,Active,2022-10-02,-1.934279,30.03436
CUST-000269,Gasabo,Rutunga,Kibenga,Residential,Active,2025-03-11,-1.849825,30.144212
